smiles,id
O=C1Nc2cc(CCOc3ccc(N4CCOCC4)cc3)ccc2Nc2cc(-c3cn(Cc4cc(F)c(F)c(F)c4)c4cnccc34)ccc21,51
Cc1nn(C)c2sc(C(N)=O)c(N)c12,52
NNc1cc(N2CCOCC2)nc(OCCc2ccccn2)n1,53
NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,54
CN(C)c1ccc(N)c2ccccc12,55
Cc1cccc(-c2ccc3c(c2)C(=O)NC3)c1,56
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#Cc5cccnc5)cnc(N)c34)cc2)c1,57
CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,58
Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,59
O=C(Nc1nc2c(O)cccc2s1)Nc1ccccc1-c1ccccc1,60
Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(-n4cccn4)cc3)s2)no1,61
O=C1CC(O)C2c3c(ccc(O)c31)-c1ccc(O)c3c1C2(O)CCC3=O,62
Brc1ccc2[nH]nc(-c3ccccc3)c2c1,63
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,64
NC(=O)c1cccc2[nH]c(-c3cccc(NCCN4CCCC4)n3)nc12,65
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,66
COc1cc2ncnc(N3CCN(C(=S)NCc4ccccc4)CC3)c2cc1OC,67
CCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,68
CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,69
COc1cc2c(cc1F)C(c1ccccc1Cl)=NC1=C(C)NNC1=N2,70
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,71
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2ccc(Cl)cc12,72
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)O)c5)cnc(N)c34)cc2)c1,73
NC(Cc1ccccc1)C(=O)NCCNCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O,74
OCC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12,75
O=C1NCCc2[nH]c(-c3ccncc3)cc21,76
CN(C)c1cc2sncc2cc1NC(=O)C(=O)O,77
Cc1[nH]n(-c2ccc(Cl)c(Cl)c2)c(=O)c1C=c1c(C)c(C#N)c2nc3ccccc3n2c1=O,78
O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1ccc(Cl)cc1,79
CCCC(=O)Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,80
O=c1[nH][nH]c2cccc(-c3ccccc3)c12,81
NCC(O)C(O)Cn1cc(I)c2c(N)ncnc21,82
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1.Cl,83
O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1,84
N#Cc1ccc2nc(N)n(-c3nc4c(s3)CCCC4)c2c1,85
CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCCC4)cc3OC)nc2N1C1CCCC1,86
Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,87
Cc1ccc(-c2cc3nc(Br)cnc3[nH]2)cc1,88
CCOC(=O)C1=C2C(=NC1=O)c1cccc3cccc2c13,89
O=C(NC1CNCCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,90
N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(Oc2ccccc2)cc1,91
Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(-c3ccc(Cl)cc3)c2)n1,92
Cc1cc(C)c2oc(Nc3ccc(-c4cccc(C(N)=O)c4N)cc3F)nc2c1,93
COc1ccc(-c2cc3nccn3c(Nc3ccccc3C(N)=O)n2)cc1OC,94
CC(Nc1c(Nc2ccncc2)c(=O)c1=O)C1CCCCC1,95
NC1CCCCC1Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,96
Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1,97
Cc1cccc(-c2[nH]ncc2-c2ccc3ncccc3n2)n1,98
O=c1nc2sccc2c2nc(-c3ccncc3)[nH]n12,99
Fc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,100
c1cc2[nH]ncc2cc1-c1cc(CN2CCCCC2)no1,101
CC(C)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)nn12,102
O=C(NC(CO)c1ccccc1)c1ccc(-c2ccncc2)cc1,103
Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1cccc(Cl)c1,104
Cc1cc(O)ccc1-n1cc(C(N)=O)c(=O)c2ccc(-c3ccncc3)cc21,105
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21,106
COc1ccccc1-c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1,107
NC(=O)c1cccc2[nH]c(-c3ccc(NC(=O)c4cccc(S(=O)(=O)N5CCOCC5)c4)cc3)nc12,108
CN(C)CC(=O)NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,109
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(OCC(F)(F)F)nccn23)n1,110
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)c(F)c2)c1,111
Fc1ccc(-c2ncn(CCN3CCOCC3)c2-c2ccc3[nH]ncc3c2)cc1,112
Nc1ncnc2scc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,113
Cc1ccccc1NC(=O)Nc1ccc(-c2coc3ncnc(N)c23)cc1,114
Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1ccccc1F,115
Nc1nnc2cncc(Cl)n12,116
Cc1cc(OCC2CCC(C(=O)O)C2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,117
CC(N)COc1cnc(Cl)c(C=Cc2ccncc2)c1,118
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3F)cc2OC)c1,119
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CC4CC4)nccn23)n1,120
CN(C)CCCOc1cc2c(c(-c3ccc(Nc4nc5ccccc5o4)cc3)c1)CNC2=O,121
c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1,122
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,123
O=C1NCCc2[nH]c(-c3ccnc(C=Cc4ccccc4)c3)cc21,124
CN(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1,125
NC(=O)c1cccc2c1Nc1nnc(Cl)cc1C(=O)N2,126
CCNC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,127
NC(=O)c1cc2c(-c3ccc(Nc4nc5ccccc5o4)cc3)cnc(N)c2s1,128
CCCNC(=O)c1ccc(Nc2nc(CC)c3cc[nH]c3n2)cc1,129
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,130
c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,131
CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,132
Nc1nccn2c(C3CC(CN4CCCC4)C3)nc(-c3cccc(OCc4ccccc4)c3)c12,133
O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,134
CS(=O)(=O)NC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,135
Cc1cccc(Cl)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)NCCOCCOCCN)[nH]c12,136
CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cn2)CC1,137
COCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3cnccn23)n1,138
O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,139
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)cc2)c1,140
CCCCN(CCC#N)C(=O)c1ccc2c(c1)=NC(=C1NNc3ccccc31)N=2,141
Nc1ncnc2c1c(I)nn2C1OC(CO)C(O)C1O,142
Cc1nnc(-c2cc3c(Oc4ccc(C(F)(F)F)cc4)cncc3s2)o1,143
COCCOCC(=O)Nc1cccc2c1Cc1c(-c3csc(C#CCOc4ccccc4)c3)n[nH]c1-2,144
COc1cccc(C(C)NC(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)c1,145
CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCCCS(C)(=O)=O)c(C(C)C)c23)c(F)cc1F,146
O=C(Nc1cccc(N2CCOCC2)n1)Nc1ccnc2c(C(F)(F)F)cccc12,147
COc1cccc(C(C)NC(=O)c2sc(-c3ccncc3)nc2C)c1,148
O=c1ncc(I)c2[nH]c(-c3ccccc3)cn12,149
COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12,150
O=C(c1cc(-c2ccc3[nH]ncc3c2)on1)N1CCCC(O)C1,151
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1Cl,152
COc1ccccc1CNc1ncc(C(=O)NCCCN2CCCC2=O)c(NC2CCCC2)n1,153
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3ccc4nccnc4c3N)cc2)c1,154
Nc1ncnc2scc(C(=O)Nc3ccc(NC(=O)Nc4ccccc4)cc3)c12,155
CCCC(=O)Nc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3cc(OCCN4CCCC4)ccc3n2)c1,156
Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,157
CCOc1nc(C(=O)NCc2ccncc2)cc(N)c1C#N,158
Cn1cc(-c2cnn3c(N)c(-c4ccc(NC(=O)Nc5cccc(C(F)(F)F)c5)cc4)cnc23)cn1,159
N#Cc1ccc2nc(N)n(-c3nccs3)c2c1,160
O=C(Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)c1ccccc1,161
CC(C)Nc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,162
CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,163
CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,164
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C)C1,165
CC(C)Cn1c(N)nc2c(F)cc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,166
CN(C)CC(=O)Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,167
Brc1ccc2cnc(Nc3ccncn3)cc2c1,168
NC(=O)Cn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,169
CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,170
COCc1nnn(-c2nonc2N)c1C(=O)NNC(C)=C1C=CC(=O)C=C1O,171
N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCN4CCOCC4)cc2-3)cn1,172
Nc1nccc(-c2c[nH]c3c(Br)ccc(O)c23)n1,173
CC1=C2C(=NC3=C(C(=O)CC(C)(C)C3)C2c2ccccc2F)NN1,174
O=C(Cc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)NCCc1c2[nH]c2ccccc12,175
NCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O,176
O=C(Nc1cccc(F)c1)Nc1cccc(-c2ccc3cn[nH]c3c2)c1,177
Cc1cccc(NC(=O)Nc2ccc(-c3cccc(C(N)=O)c3)cc2)c1,178
Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1,179
c1cc2cc(-c3ccc4cn[nH]c4c3)cnc2[nH]1,180
Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12,181
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,182
O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1ccc(-c2ccncc2)cc1,183
Brc1cnc2[nH]cc(-c3ccccc3)c2c1,184
CNC(=O)C=Cc1cnc(N)c2c(-c3cc(F)c4[nH]c(C)cc4c3)csc12,185
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)CC(N)=O,186
OCCCn1cnc(-c2ccccc2)c1-c1ccncc1,187
COc1ccc2c(c1)c(-c1cc3nc(Br)cnc3[nH]1)cn2C,188
Nc1ncc(-c2ccoc2)c2scc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)c12,189
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(C=Cc3ccccc3)n2)n[nH]1,190
C1=Nc2ccccc2C1=CNNc1nc2ccccc2[nH]1,191
COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,192
CN(CCN)C(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,193
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(Cl)c(Cl)ccc12,194
COc1cccc2c1Nc1cc(Nc3ccncc3)ccc1C(=O)N2,195
CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(O)c(N)c1,196
NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,197
OCCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,198
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,199
Cc1ccccc1NC(=O)Nc1ccc2c(c1)CCc1sc3ncnc(N)c3c1-2,200
O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,201
Nc1n[nH]c2cc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ccc12,202
O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,203
Cc1ccccc1NC(=O)Nc1ccc(NC(=O)c2csc3ncnc(N)c23)cc1,204
O=C(Cc1cccs1)Nc1nc2ccccc2s1,205
COc1ccc(C2=NNc3cccc4c(OC)ccc2c34)cc1OC,206
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,207
O=C(Nc1cccc(C2Nc3ccc4ccccc4c3C3C=CCC32)c1)c1ccc(F)cc1,208
NC(COc1cncc(-c2cc3cnccc3s2)c1)Cc1c[nH]c2ccccc12,209
CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,210
c1nc(-c2ccc3c(c2)OCO3)c2cc[nH]c2n1,211
Nc1ncnc2sc3c(c12)-c1ccc(NC(=O)Nc2ccccc2)cc1CC3,212
CC(C)c1[nH]nc(C(F)(F)F)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,213
Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,214
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN)cnc(N)c34)cc2)c1,215
O=c1[nH]c2cc(-c3ccccc3)cnc2[nH]1,216
Cc1cccc(NC(=O)Cc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,217
O=C1Nc2ccccc2C1=Cc1ccc[nH]1,218
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1,219
NC(=O)c1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1,220
CCN1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,221
NC(=O)c1cc2c(-c3ccc(F)cc3)cncc2s1,222
CCOC(=O)c1ccc2[nH]c3c(c2c1)CCNC3=O,223
Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1,224
COc1cccc(C(C)NC(=O)c2cnc(-c3ccncc3)s2)c1,225
CC(C)(C(N)=O)n1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,226
CN(C)c1ccc(-c2cc(-c3ccc([N+](=O)[O-])cc3)nc(NS(=O)(=O)c3ccc(N)cc3)n2)cc1,227
Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc1)CCN2,228
CCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(N(C)C(=O)C3CCCCC3)ccc21,229
Cc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)cc1C,230
CC(=O)c1ccccc1-c1ncnc2[nH]ccc12,231
O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1O)c1cc(O)c(O)c(O)c1,232
COC1=CC(=C2NN(C(C)C)c3ncnc(N)c32)C=CC1=O,233
N#Cc1ccc(-c2ccncc2)cc1NCc1ccccc1,234
CCCCOc1ncnc2[nH]cc(-c3ccccc3)c12,235
Cn1cc(-c2ccncn2)c(-c2ccc(F)cc2)n1,236
Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,237
Cc1[nH]nc2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12,238
CS(=O)(=O)c1cccc(C(=O)Nc2nc3ccccc3n2CCCO)c1,239
O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12,240
N#Cc1ncc2nc1OCCCCCOc1cc(CCCO)c(Cl)cc1NC(=O)N2,241
CC(C)OC(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,242
CCc1nc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O,243
O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3[nH]ncc3c2)n1,244
O=C(Nc1cnccn1)Nc1ccnc2c(F)cccc12,245
OC1CCC(c2[nH]ncc2-c2ccnc(NC3CCCC3)n2)CC1,246
CC(=NN=C(N)N)c1cc(NC(=O)NCCCN(C)CCCNC(=O)Nc2cc(C(C)=NN=C(N)N)cc(C(C)=NN=C(N)N)c2)cc(C(C)=NN=C(N)N)c1,247
Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccccc3)cc12,248
O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,249
CN(C)C1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1,250
Nc1nnc2ccc(-c3ccccc3)cn12,251
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CCN)nccn23)n1,252
O=C(OCC1OC(O)C(O)(COC(=O)c2cc(O)c(O)c(O)c2)C1O)c1cc(O)c(O)c(O)c1,253
OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12,254
CC(=O)Nc1ccc(-n2nc3ccc(N)nc3n2)cc1,255
COc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1OC,256
O=C(Nc1ccc2cn[nH]c2c1)c1ccc(Cl)cc1,257
N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,258
COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,259
COc1cccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,260
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,261
Cc1cccc(Nc2nccc(Nc3c(NC(C)C(C)(C)C)c(=O)c3=O)n2)c1,262
Cc1ccc(C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23)cc1,263
CN1CCC(NC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)CC1,264
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN(C)C)cnc(N)c34)cc2)c1,265
COc1cc(C(=O)O)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,266
CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,267
CC(N)C1CCC(C(=O)Nc2ccncc2)CC1,268
COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,269
Cc1ccc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,270
CC(C)c1nnc2ccc(-c3cn[nH]c3-c3cc(F)ccc3F)cn12,271
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,272
O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,273
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCCC1C(N)=O,274
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,275
COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CCO)c5)cnc(N)c34)cc2)cc1,276
O=c1[nH]c2cc(Cl)cc(Cl)c2c(-c2cc(Cl)ccc2O)c1O,277
COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1Cl,278
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,279
Cc1cc2cc(-c3csc4c(-c5cccc(S(C)(=O)=O)c5)cnc(N)c34)ccc2[nH]1,280
CNC(=O)c1cc2c(-c3ccccc3F)[nH]nc2s1,281
CCCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,282
Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,283
Oc1cccc(Nc2ncnc3scc(Cl)c23)c1,284
